Viloyat,Tuman,Kvartal,Dom raqami,Lat,Lon
Toshkent shahri,Sergeli tumani,Sergeli-5a,17,41.225623,69.203488
Toshkent shahri,Sergeli tumani,Sergeli-5a,18,41.225142,69.203865
Toshkent shahri,Sergeli tumani,Sergeli-5a,19,41.224653,69.204206
Toshkent shahri,Sergeli tumani,Sergeli-5a,20,41.224165,69.204575
Toshkent shahri,Sergeli tumani,Sergeli-5a,21,41.223209,69.205275
Toshkent shahri,Sergeli tumani,Sergeli-5a,22,41.223209,69.205275
Toshkent shahri,Sergeli tumani,Sergeli-5a,23,41.2227,69.205626
Toshkent shahri,Sergeli tumani,Sergeli-5a,24,41.222008,69.203838
Toshkent shahri,Sergeli tumani,Sergeli-5a,25,41.224986,69.201044
Toshkent shahri,Sergeli tumani,Sergeli-5a,26,41.225196,69.2017
Toshkent shahri,Sergeli tumani,Sergeli-5a,27,41.224823,69.201826
Toshkent shahri,Sergeli tumani,Sergeli-5a,28,41.225169,69.202697
Toshkent shahri,Sergeli tumani,Sergeli-5a,29,41.22468,69.203047
Toshkent shahri,Sergeli tumani,Sergeli-5a,30,41.224329,69.20218
Toshkent shahri,Sergeli tumani,Sergeli-5a,30A,41.224036,69.202203
Toshkent shahri,Sergeli tumani,Sergeli-5a,31,41.223331,69.201745
Toshkent shahri,Sergeli tumani,Sergeli-5a,32,41.222605,69.201996
Toshkent shahri,Sergeli tumani,Sergeli-5a,32A,41.222863,69.203541
Toshkent shahri,Sergeli tumani,Sergeli-5a,,,
Toshkent shahri,Sergeli tumani,Sergeli-5a,33,41.222239,69.202284
Toshkent shahri,Sergeli tumani,Sergeli-5a,34,41.221872,69.20258
Toshkent shahri,Sergeli tumani,Sergeli-5a,35,41.221465,69.202841
Toshkent shahri,Sergeli tumani,Sergeli-5a,36,41.222822,69.201035
Toshkent shahri,Sergeli tumani,Sergeli-5a,37,41.222239,69.20073
Toshkent shahri,Sergeli tumani,Sergeli-5a,38,41.221798,69.20029
Toshkent shahri,Sergeli tumani,Sergeli-5a,39,41.221289,69.200038
Toshkent shahri,Sergeli tumani,Sergeli-5a,40,41.220584,69.199454
Toshkent shahri,Sergeli tumani,Sergeli-5a,41,41.219844,69.198879
Toshkent shahri,Sergeli tumani,Sergeli-5a,42,41.218969,69.198349
Toshkent shahri,Sergeli tumani,Sergeli-5a,43,41.218779,69.19949
Toshkent shahri,Sergeli tumani,Sergeli-5a,44,41.220068,69.19967
Toshkent shahri,Sergeli tumani,Sergeli-5a,45,41.22059,69.200379
Toshkent shahri,Sergeli tumani,Sergeli-5a,46,41.220828,69.201475
Toshkent shahri,Sergeli tumani,Sergeli-5a,47,41.220455,69.201889
Toshkent shahri,Sergeli tumani,Sergeli-6,1,41.226057,69.215013
Toshkent shahri,Sergeli tumani,Sergeli-6,2,41.225759,69.215193
